timestamp_utc,timestamp_local,group,trips_tracked,trips_canceled,delays_observed,mean_delay_s,median_delay_s,p90_delay_s,pct_early,pct_ontime,pct_late,error
2026-07-13T10:30:01Z,2026-07-13T06:30:01-0400,all,526,0,0,,,,,,,
2026-07-13T10:30:01Z,2026-07-13T06:30:01-0400,bus,526,0,0,,,,,,,
2026-07-13T10:30:01Z,2026-07-13T06:30:01-0400,otrain,0,0,0,,,,,,,
2026-07-13T10:30:01Z,2026-07-13T06:30:01-0400,unknown,0,0,0,,,,,,,
2026-07-13T10:35:02Z,2026-07-13T06:35:02-0400,all,527,1,0,,,,,,,
2026-07-13T10:35:02Z,2026-07-13T06:35:02-0400,bus,527,1,0,,,,,,,
2026-07-13T10:35:02Z,2026-07-13T06:35:02-0400,otrain,0,0,0,,,,,,,
2026-07-13T10:35:02Z,2026-07-13T06:35:02-0400,unknown,0,0,0,,,,,,,
2026-07-13T10:40:02Z,2026-07-13T06:40:02-0400,all,554,1,0,,,,,,,
2026-07-13T10:40:02Z,2026-07-13T06:40:02-0400,bus,554,1,0,,,,,,,
2026-07-13T10:40:02Z,2026-07-13T06:40:02-0400,otrain,0,0,0,,,,,,,
2026-07-13T10:40:02Z,2026-07-13T06:40:02-0400,unknown,0,0,0,,,,,,,
2026-07-13T10:45:02Z,2026-07-13T06:45:02-0400,all,568,1,0,,,,,,,
2026-07-13T10:45:02Z,2026-07-13T06:45:02-0400,bus,568,1,0,,,,,,,
2026-07-13T10:45:02Z,2026-07-13T06:45:02-0400,otrain,0,0,0,,,,,,,
2026-07-13T10:45:02Z,2026-07-13T06:45:02-0400,unknown,0,0,0,,,,,,,
2026-07-13T10:50:01Z,2026-07-13T06:50:01-0400,all,586,1,0,,,,,,,
2026-07-13T10:50:01Z,2026-07-13T06:50:01-0400,bus,586,1,0,,,,,,,
2026-07-13T10:50:01Z,2026-07-13T06:50:01-0400,otrain,0,0,0,,,,,,,
2026-07-13T10:50:01Z,2026-07-13T06:50:01-0400,unknown,0,0,0,,,,,,,
2026-07-13T10:55:02Z,2026-07-13T06:55:02-0400,all,592,2,0,,,,,,,
2026-07-13T10:55:02Z,2026-07-13T06:55:02-0400,bus,592,2,0,,,,,,,
2026-07-13T10:55:02Z,2026-07-13T06:55:02-0400,otrain,0,0,0,,,,,,,
2026-07-13T10:55:02Z,2026-07-13T06:55:02-0400,unknown,0,0,0,,,,,,,
2026-07-13T11:00:02Z,2026-07-13T07:00:02-0400,all,608,1,0,,,,,,,
2026-07-13T11:00:02Z,2026-07-13T07:00:02-0400,bus,608,1,0,,,,,,,
2026-07-13T11:00:02Z,2026-07-13T07:00:02-0400,otrain,0,0,0,,,,,,,
2026-07-13T11:00:02Z,2026-07-13T07:00:02-0400,unknown,0,0,0,,,,,,,
2026-07-13T11:05:02Z,2026-07-13T07:05:02-0400,all,610,1,0,,,,,,,
2026-07-13T11:05:02Z,2026-07-13T07:05:02-0400,bus,610,1,0,,,,,,,
2026-07-13T11:05:02Z,2026-07-13T07:05:02-0400,otrain,0,0,0,,,,,,,
2026-07-13T11:05:02Z,2026-07-13T07:05:02-0400,unknown,0,0,0,,,,,,,
2026-07-13T11:10:02Z,2026-07-13T07:10:02-0400,all,613,1,0,,,,,,,
2026-07-13T11:10:02Z,2026-07-13T07:10:02-0400,bus,613,1,0,,,,,,,
2026-07-13T11:10:02Z,2026-07-13T07:10:02-0400,otrain,0,0,0,,,,,,,
2026-07-13T11:10:02Z,2026-07-13T07:10:02-0400,unknown,0,0,0,,,,,,,
2026-07-13T11:15:01Z,2026-07-13T07:15:01-0400,all,617,1,0,,,,,,,
2026-07-13T11:15:01Z,2026-07-13T07:15:01-0400,bus,617,1,0,,,,,,,
2026-07-13T11:15:01Z,2026-07-13T07:15:01-0400,otrain,0,0,0,,,,,,,
2026-07-13T11:15:01Z,2026-07-13T07:15:01-0400,unknown,0,0,0,,,,,,,
2026-07-13T11:20:02Z,2026-07-13T07:20:02-0400,all,622,2,0,,,,,,,
2026-07-13T11:20:02Z,2026-07-13T07:20:02-0400,bus,622,2,0,,,,,,,
2026-07-13T11:20:02Z,2026-07-13T07:20:02-0400,otrain,0,0,0,,,,,,,
2026-07-13T11:20:02Z,2026-07-13T07:20:02-0400,unknown,0,0,0,,,,,,,
2026-07-13T11:25:01Z,2026-07-13T07:25:01-0400,all,623,0,0,,,,,,,
2026-07-13T11:25:01Z,2026-07-13T07:25:01-0400,bus,623,0,0,,,,,,,
2026-07-13T11:25:01Z,2026-07-13T07:25:01-0400,otrain,0,0,0,,,,,,,
2026-07-13T11:25:01Z,2026-07-13T07:25:01-0400,unknown,0,0,0,,,,,,,
2026-07-13T11:30:02Z,2026-07-13T07:30:02-0400,all,633,1,0,,,,,,,
2026-07-13T11:30:02Z,2026-07-13T07:30:02-0400,bus,633,1,0,,,,,,,
2026-07-13T11:30:02Z,2026-07-13T07:30:02-0400,otrain,0,0,0,,,,,,,
2026-07-13T11:30:02Z,2026-07-13T07:30:02-0400,unknown,0,0,0,,,,,,,
2026-07-13T11:35:01Z,2026-07-13T07:35:01-0400,all,640,0,0,,,,,,,
2026-07-13T11:35:01Z,2026-07-13T07:35:01-0400,bus,640,0,0,,,,,,,
2026-07-13T11:35:01Z,2026-07-13T07:35:01-0400,otrain,0,0,0,,,,,,,
2026-07-13T11:35:01Z,2026-07-13T07:35:01-0400,unknown,0,0,0,,,,,,,
2026-07-13T11:40:02Z,2026-07-13T07:40:02-0400,all,628,0,0,,,,,,,
2026-07-13T11:40:02Z,2026-07-13T07:40:02-0400,bus,628,0,0,,,,,,,
2026-07-13T11:40:02Z,2026-07-13T07:40:02-0400,otrain,0,0,0,,,,,,,
2026-07-13T11:40:02Z,2026-07-13T07:40:02-0400,unknown,0,0,0,,,,,,,
2026-07-13T11:45:02Z,2026-07-13T07:45:02-0400,all,632,2,0,,,,,,,
2026-07-13T11:45:02Z,2026-07-13T07:45:02-0400,bus,632,2,0,,,,,,,
2026-07-13T11:45:02Z,2026-07-13T07:45:02-0400,otrain,0,0,0,,,,,,,
2026-07-13T11:45:02Z,2026-07-13T07:45:02-0400,unknown,0,0,0,,,,,,,
2026-07-13T11:50:01Z,2026-07-13T07:50:01-0400,all,633,0,0,,,,,,,
2026-07-13T11:50:01Z,2026-07-13T07:50:01-0400,bus,633,0,0,,,,,,,
2026-07-13T11:50:01Z,2026-07-13T07:50:01-0400,otrain,0,0,0,,,,,,,
2026-07-13T11:50:01Z,2026-07-13T07:50:01-0400,unknown,0,0,0,,,,,,,
2026-07-13T11:55:01Z,2026-07-13T07:55:01-0400,all,634,0,0,,,,,,,
2026-07-13T11:55:01Z,2026-07-13T07:55:01-0400,bus,634,0,0,,,,,,,
2026-07-13T11:55:01Z,2026-07-13T07:55:01-0400,otrain,0,0,0,,,,,,,
2026-07-13T11:55:01Z,2026-07-13T07:55:01-0400,unknown,0,0,0,,,,,,,
2026-07-13T12:00:02Z,2026-07-13T08:00:02-0400,all,642,0,0,,,,,,,
2026-07-13T12:00:02Z,2026-07-13T08:00:02-0400,bus,642,0,0,,,,,,,
2026-07-13T12:00:02Z,2026-07-13T08:00:02-0400,otrain,0,0,0,,,,,,,
2026-07-13T12:00:02Z,2026-07-13T08:00:02-0400,unknown,0,0,0,,,,,,,
2026-07-13T12:05:01Z,2026-07-13T08:05:01-0400,all,635,0,0,,,,,,,
2026-07-13T12:05:01Z,2026-07-13T08:05:01-0400,bus,635,0,0,,,,,,,
2026-07-13T12:05:01Z,2026-07-13T08:05:01-0400,otrain,0,0,0,,,,,,,
2026-07-13T12:05:01Z,2026-07-13T08:05:01-0400,unknown,0,0,0,,,,,,,
2026-07-13T12:10:01Z,2026-07-13T08:10:01-0400,all,635,1,0,,,,,,,
2026-07-13T12:10:01Z,2026-07-13T08:10:01-0400,bus,635,1,0,,,,,,,
2026-07-13T12:10:01Z,2026-07-13T08:10:01-0400,otrain,0,0,0,,,,,,,
2026-07-13T12:10:01Z,2026-07-13T08:10:01-0400,unknown,0,0,0,,,,,,,
2026-07-13T12:15:02Z,2026-07-13T08:15:02-0400,all,631,5,0,,,,,,,
2026-07-13T12:15:02Z,2026-07-13T08:15:02-0400,bus,631,5,0,,,,,,,
2026-07-13T12:15:02Z,2026-07-13T08:15:02-0400,otrain,0,0,0,,,,,,,
2026-07-13T12:15:02Z,2026-07-13T08:15:02-0400,unknown,0,0,0,,,,,,,
2026-07-13T12:20:01Z,2026-07-13T08:20:01-0400,all,626,4,0,,,,,,,
2026-07-13T12:20:01Z,2026-07-13T08:20:01-0400,bus,626,4,0,,,,,,,
2026-07-13T12:20:01Z,2026-07-13T08:20:01-0400,otrain,0,0,0,,,,,,,
2026-07-13T12:20:01Z,2026-07-13T08:20:01-0400,unknown,0,0,0,,,,,,,
2026-07-13T12:25:01Z,2026-07-13T08:25:01-0400,all,624,4,0,,,,,,,
2026-07-13T12:25:01Z,2026-07-13T08:25:01-0400,bus,624,4,0,,,,,,,
2026-07-13T12:25:01Z,2026-07-13T08:25:01-0400,otrain,0,0,0,,,,,,,
2026-07-13T12:25:01Z,2026-07-13T08:25:01-0400,unknown,0,0,0,,,,,,,
2026-07-13T12:30:02Z,2026-07-13T08:30:02-0400,all,614,4,0,,,,,,,
2026-07-13T12:30:02Z,2026-07-13T08:30:02-0400,bus,614,4,0,,,,,,,
2026-07-13T12:30:02Z,2026-07-13T08:30:02-0400,otrain,0,0,0,,,,,,,
2026-07-13T12:30:02Z,2026-07-13T08:30:02-0400,unknown,0,0,0,,,,,,,
2026-07-13T12:35:02Z,2026-07-13T08:35:02-0400,all,600,4,0,,,,,,,
2026-07-13T12:35:02Z,2026-07-13T08:35:02-0400,bus,600,4,0,,,,,,,
2026-07-13T12:35:02Z,2026-07-13T08:35:02-0400,otrain,0,0,0,,,,,,,
2026-07-13T12:35:02Z,2026-07-13T08:35:02-0400,unknown,0,0,0,,,,,,,
2026-07-13T12:40:01Z,2026-07-13T08:40:01-0400,all,598,4,0,,,,,,,
2026-07-13T12:40:01Z,2026-07-13T08:40:01-0400,bus,598,4,0,,,,,,,
2026-07-13T12:40:01Z,2026-07-13T08:40:01-0400,otrain,0,0,0,,,,,,,
2026-07-13T12:40:01Z,2026-07-13T08:40:01-0400,unknown,0,0,0,,,,,,,
2026-07-13T12:45:02Z,2026-07-13T08:45:02-0400,all,595,5,0,,,,,,,
2026-07-13T12:45:02Z,2026-07-13T08:45:02-0400,bus,595,5,0,,,,,,,
2026-07-13T12:45:02Z,2026-07-13T08:45:02-0400,otrain,0,0,0,,,,,,,
2026-07-13T12:45:02Z,2026-07-13T08:45:02-0400,unknown,0,0,0,,,,,,,
2026-07-13T12:50:01Z,2026-07-13T08:50:01-0400,all,590,4,0,,,,,,,
2026-07-13T12:50:01Z,2026-07-13T08:50:01-0400,bus,590,4,0,,,,,,,
2026-07-13T12:50:01Z,2026-07-13T08:50:01-0400,otrain,0,0,0,,,,,,,
2026-07-13T12:50:01Z,2026-07-13T08:50:01-0400,unknown,0,0,0,,,,,,,
2026-07-13T12:55:02Z,2026-07-13T08:55:02-0400,all,585,4,0,,,,,,,
2026-07-13T12:55:02Z,2026-07-13T08:55:02-0400,bus,585,4,0,,,,,,,
2026-07-13T12:55:02Z,2026-07-13T08:55:02-0400,otrain,0,0,0,,,,,,,
2026-07-13T12:55:02Z,2026-07-13T08:55:02-0400,unknown,0,0,0,,,,,,,
2026-07-13T13:00:01Z,2026-07-13T09:00:01-0400,all,566,6,0,,,,,,,
2026-07-13T13:00:01Z,2026-07-13T09:00:01-0400,bus,566,6,0,,,,,,,
2026-07-13T13:00:01Z,2026-07-13T09:00:01-0400,otrain,0,0,0,,,,,,,
2026-07-13T13:00:01Z,2026-07-13T09:00:01-0400,unknown,0,0,0,,,,,,,
2026-07-13T13:05:01Z,2026-07-13T09:05:01-0400,all,551,6,0,,,,,,,
2026-07-13T13:05:01Z,2026-07-13T09:05:01-0400,bus,551,6,0,,,,,,,
2026-07-13T13:05:01Z,2026-07-13T09:05:01-0400,otrain,0,0,0,,,,,,,
2026-07-13T13:05:01Z,2026-07-13T09:05:01-0400,unknown,0,0,0,,,,,,,
2026-07-13T13:10:01Z,2026-07-13T09:10:01-0400,all,531,5,0,,,,,,,
2026-07-13T13:10:01Z,2026-07-13T09:10:01-0400,bus,531,5,0,,,,,,,
2026-07-13T13:10:01Z,2026-07-13T09:10:01-0400,otrain,0,0,0,,,,,,,
2026-07-13T13:10:01Z,2026-07-13T09:10:01-0400,unknown,0,0,0,,,,,,,
2026-07-13T13:15:01Z,2026-07-13T09:15:01-0400,all,535,3,0,,,,,,,
2026-07-13T13:15:01Z,2026-07-13T09:15:01-0400,bus,535,3,0,,,,,,,
2026-07-13T13:15:01Z,2026-07-13T09:15:01-0400,otrain,0,0,0,,,,,,,
2026-07-13T13:15:01Z,2026-07-13T09:15:01-0400,unknown,0,0,0,,,,,,,
2026-07-13T13:20:01Z,2026-07-13T09:20:01-0400,all,526,4,0,,,,,,,
2026-07-13T13:20:01Z,2026-07-13T09:20:01-0400,bus,526,4,0,,,,,,,
2026-07-13T13:20:01Z,2026-07-13T09:20:01-0400,otrain,0,0,0,,,,,,,
2026-07-13T13:20:01Z,2026-07-13T09:20:01-0400,unknown,0,0,0,,,,,,,
2026-07-13T13:25:01Z,2026-07-13T09:25:01-0400,all,517,5,0,,,,,,,
2026-07-13T13:25:01Z,2026-07-13T09:25:01-0400,bus,517,5,0,,,,,,,
2026-07-13T13:25:01Z,2026-07-13T09:25:01-0400,otrain,0,0,0,,,,,,,
2026-07-13T13:25:01Z,2026-07-13T09:25:01-0400,unknown,0,0,0,,,,,,,
2026-07-13T13:30:02Z,2026-07-13T09:30:02-0400,all,510,4,0,,,,,,,
2026-07-13T13:30:02Z,2026-07-13T09:30:02-0400,bus,510,4,0,,,,,,,
2026-07-13T13:30:02Z,2026-07-13T09:30:02-0400,otrain,0,0,0,,,,,,,
2026-07-13T13:30:02Z,2026-07-13T09:30:02-0400,unknown,0,0,0,,,,,,,
2026-07-13T13:45:02Z,2026-07-13T09:45:02-0400,all,503,2,0,,,,,,,
2026-07-13T13:45:02Z,2026-07-13T09:45:02-0400,bus,503,2,0,,,,,,,
2026-07-13T13:45:02Z,2026-07-13T09:45:02-0400,otrain,0,0,0,,,,,,,
2026-07-13T13:45:02Z,2026-07-13T09:45:02-0400,unknown,0,0,0,,,,,,,
2026-07-13T14:00:02Z,2026-07-13T10:00:02-0400,all,490,3,0,,,,,,,
2026-07-13T14:00:02Z,2026-07-13T10:00:02-0400,bus,490,3,0,,,,,,,
2026-07-13T14:00:02Z,2026-07-13T10:00:02-0400,otrain,0,0,0,,,,,,,
2026-07-13T14:00:02Z,2026-07-13T10:00:02-0400,unknown,0,0,0,,,,,,,
2026-07-13T14:15:02Z,2026-07-13T10:15:02-0400,all,489,0,0,,,,,,,
2026-07-13T14:15:02Z,2026-07-13T10:15:02-0400,bus,489,0,0,,,,,,,
2026-07-13T14:15:02Z,2026-07-13T10:15:02-0400,otrain,0,0,0,,,,,,,
2026-07-13T14:15:02Z,2026-07-13T10:15:02-0400,unknown,0,0,0,,,,,,,
2026-07-13T14:30:01Z,2026-07-13T10:30:01-0400,all,482,0,0,,,,,,,
2026-07-13T14:30:01Z,2026-07-13T10:30:01-0400,bus,482,0,0,,,,,,,
2026-07-13T14:30:01Z,2026-07-13T10:30:01-0400,otrain,0,0,0,,,,,,,
2026-07-13T14:30:01Z,2026-07-13T10:30:01-0400,unknown,0,0,0,,,,,,,
2026-07-13T14:45:01Z,2026-07-13T10:45:01-0400,all,490,1,0,,,,,,,
2026-07-13T14:45:01Z,2026-07-13T10:45:01-0400,bus,490,1,0,,,,,,,
2026-07-13T14:45:01Z,2026-07-13T10:45:01-0400,otrain,0,0,0,,,,,,,
2026-07-13T14:45:01Z,2026-07-13T10:45:01-0400,unknown,0,0,0,,,,,,,
2026-07-13T15:00:01Z,2026-07-13T11:00:01-0400,all,479,1,0,,,,,,,
2026-07-13T15:00:01Z,2026-07-13T11:00:01-0400,bus,479,1,0,,,,,,,
2026-07-13T15:00:01Z,2026-07-13T11:00:01-0400,otrain,0,0,0,,,,,,,
2026-07-13T15:00:01Z,2026-07-13T11:00:01-0400,unknown,0,0,0,,,,,,,
2026-07-13T15:15:01Z,2026-07-13T11:15:01-0400,all,492,2,0,,,,,,,
2026-07-13T15:15:01Z,2026-07-13T11:15:01-0400,bus,492,2,0,,,,,,,
2026-07-13T15:15:01Z,2026-07-13T11:15:01-0400,otrain,0,0,0,,,,,,,
2026-07-13T15:15:01Z,2026-07-13T11:15:01-0400,unknown,0,0,0,,,,,,,
2026-07-13T15:30:02Z,2026-07-13T11:30:02-0400,all,492,1,0,,,,,,,
2026-07-13T15:30:02Z,2026-07-13T11:30:02-0400,bus,492,1,0,,,,,,,
2026-07-13T15:30:02Z,2026-07-13T11:30:02-0400,otrain,0,0,0,,,,,,,
2026-07-13T15:30:02Z,2026-07-13T11:30:02-0400,unknown,0,0,0,,,,,,,
